P48347	AT1G22300
Q8VZW5	At4g27360
Q8VZW6	At3g08740
Q8VZW8	At3g48185
Q8W030	At3g20880
Q8W031	At1g51220
Q8W032	At1g07270
Q8W034	At4g14300
Q8W041	At5g41480
Q8W0Y9	At5g27950
Q8W0Z1	At3g20360
Q8W0Z4	At4g22350
Q8W0Z5	At2g46060
Q8W0Z6	At2g20790
Q8W0Z8	At3g51050
Q8W103	At5g63950
Q8W105	At1g50840
Q8W106	At3g27930
Q8W109	At5g55600
Q8W112	At5g20950
Q8W117	At1g73720
Q8W1B3	At4g21445
Q8W1E4	At1g12650
Q8W1E5	At5g58640
Q8W1E6	At5g67540
Q8W1E8	At2g17710
Q8W1W6	At5g06100
Q8W1X5	At1g17560
Q8W1Y0	At5g16270
Q8W1Y3	At3g44730
Q8W2D2	At5g59920
Q8W3L1	At4g32360
Q8W455	At2g36835
Q8W456	At1g20225
Q8W458	At4g23470
Q8W460	At2g19160
Q8W461	At1g78810
Q8W464	At5g20180
Q8W465	At4g31360
Q8W467	At1g33780
Q8W469	At1g63690
Q8W472	At3g22235
Q8W476	At1g06200
Q8W481	At4g00895
Q8W482	At3g07568
Q8W483	At5g42530
Q8W484	At5g46390
Q8W488	At1g33110
Q8W489	At5g16630
Q8W492	At5g59050
Q8W494	At1g11240
Q8W495	At4g00500
Q8W497	At2g19870
Q8W498	At4g27640
Q8W4A0	At3g02200
Q8W4A6	At3g13224
Q8W4B0	At1g70280
Q8W4B1	At5g53060
Q8W4B2	At3g10572
Q8W4B3	At3g14850
Q8W4B5	At1g09970
Q8W4C1	At4g12790
Q8W4C4	At4g01995
Q8W4C5	At1g77480
Q8W4C7	At1g48420
Q8W4C8	At5g37680
Q8W4C9	At1g71340
Q8W4D0	At3g44600
Q8W4D1	At5g57270
Q8W4D4	At3g59660
Q8W4D6	At1g16720
Q8W4D7	At3g07180
Q8W4E6	At5g25265
Q8W4E9	At4g30060
Q8W4F3	At1g25350
Q8W4F7	At2g41520
Q8W4G0	At1g72340
Q8W4H3	At5g13760
Q8W4H5	At2g03150
Q8W4H9	At4g33050
Q8W4I0	At4g36050
Q8W4I6	At3g57180
Q8W4J1	At4g03200
Q8W4J4	At5g48960
Q8W4J5	At2g04650
Q8W4J6	At5g20200
Q8W4K0	At4g14200
Q8W4K2	At1g16870
Q8W4K5	At3g63300
Q8W4K6	At4g13350
Q8W4L1	At1g19715
Q8W4L3	At4g00710
Q8W4L6	At4g16070
Q8W4M0	At1g30810
Q8W4M2	At3g53940
Q8W4M5	At1g12000
Q8W4N1	At3g10980
Q8W4N6	At1g54360
Q8W4P8	At4g27860
Q8W4P9	At3g28430
Q8W4Q1	At4g35360
Q8W4Q3	At1g12970
Q8W4Q4	At4g24800
Q8W4R0	At5g17530
Q8W4R4	At3g04420
Q8W4R6	At3g27770
Q8W4R7	At1g76620
Q8W4R8	At1g13640
Q8W4R9	At4g19185
Q8W4S4	At4g39080
Q8W553	At5g35180
Q8W555	At3g07810
Q8W568	At1g73750
Q8W569	At4g26650
Q8W570	At4g38930
Q8W573	At3g03950
Q8W576	At1g61065
Q8W580	At1g55840
Q8W583	At1g68260
Q8W586	At4g21800
Q8W589	At1g16840
Q8W591	At3g62570
Q8W592	At1g01080
Q8W5R2	At1g31480
Q8W5R5	At4g39050
Q8W5R6	At1g21730
Q93V36	At5g54920
Q93V47	At3g22942
Q93V51	At5g06370
Q93V54	At5g09890
Q93V56	At1g01050
Q93V58	At3g45240
Q93V62	At4g27450
Q93V66	At3g57280
Q93V70	At1g21000
Q93V74	At4g34180
Q93V84	At3g14750
Q93V85	At3g02690
Q93VA8	At1g76010
Q93VA9	At5g25080
Q93VB0	At2g40660
Q93VB2	At3g62770
Q93VB4	At4g02220
Q93VC7	At5g30510
Q93VC9	At1g02305
Q93VE6	At5g10780
Q93VF4	At4g14385
Q93VG3	At5g19120
Q93VH2	At1g19660
Q93VH5	At5g10730
Q93VH6	At4g00850
Q93VI4	At5g51120
Q93VI9	At4g27390
Q93VJ2	At5g24360
Q93VK1	At4g28450
Q93VK7	At5g14910
Q93VK9	At3g48210
Q93VM6	At4g39900
Q93VM9	At5g09860
Q93VP2	At1g22990
Q93VP4	At1g07470
Q93VP9	At4g27585
Q93VQ0	At2g38020
Q93VQ6	At1g07080
Q93VQ7	At4g38060
Q93VR9	At1g64350
Q93VS5	At4g18905
Q93VS6	At1g67870
Q93VS8	At5g19820
Q93VT6	At5g08540
Q93VV9	At3g59280
Q93VW7	At1g53035
Q93W02	At5g24690
Q93W03	At3g56130
Q93W23	At1g63720
Q93W26	At5g53860
Q93W28	At4g15545
Q93W30	At2g35605
Q93W37	At5g01350
Q93W66	At5g61880
Q93W87	At3g05760
Q93W91	At3g62550
Q93W92	At5g60590
Q93WA2	At3g45443
Q93WB2	At5g25280
Q93WB3	At1g58643
Q93WB3	At1g58936
Q93WB3	At1g59312
Q93WB5	At1g14960
Q93WB8	At3g13410
Q93WC8	At3g04830
Q93WD7	At1g03110
Q93WE4	At3g13672
Q93WF6	At4g02380
Q93WG3	At1g08640
Q93WI1	At1g32920
Q93WJ5	At1g72175
Q93WK6	At1g19530
Q93WL3	At4g25370
Q93WM0	At3g03890
Q93WN1	At1g26665
Q93XM5	At5g06839
Q93XM6	At1g08320
Q93XW8	At3g17300
Q93XW9	At1g50575
Q93XX0	At4g10430
Q93XX1	At5g55960
Q93XX3	At1g60230
Q93XY1	At5g53620
Q93XY2	At5g07730
Q93XY4	At5g03990
Q93XY5	At2g20230
Q93XY7	At4g26370
Q93XZ2	At5g43930
Q93XZ6	At1g04790
Q93XZ7	At5g42570
Q93Y08	At5g64940
Q93Y12	At3g23640
Q93Y16	At1g27900
Q93Y19	At1g48210
Q93Y25	At5g09880
Q93Y31	At5g67560
Q93Y34	At5g45430
Q93YN1	At1g16670
Q93YN3	At5g05100
Q93YN4	At5g22350
Q93YN5	At5g24810
Q93YN6	At4g38640
Q93YN8	At3g57540
Q93YQ0	At1g53120
Q93YQ2	At3g06080
Q93YQ3	At5g47435
Q93YQ5	At3g61180
Q93YR2	At1g78560
Q93YS7	At4g04940
Q93YS8	At4g13345
Q93YT3	At4g13920
Q93YU0	At1g67890
Q93YU2	At5g49820
Q93YU8	At3g60320
Q93YV2	At1g55960
Q93YV5	At1g78420
Q93YV8	At4g32160
Q93YW3	At1g01830
Q93YW4	At5g38600
Q93YW7	At4g04870
Q93YZ4	At2g46915
Q93YZ5	At5g51550
Q93YZ7	At2g31810
Q93YZ9	At5g26200
Q93Z01	At5g58730
Q93Z02	At1g19900
Q93Z10	At5g11580
Q93Z11	At5g37360
Q93Z16	At4g21150
Q93Z17	At5g46160
Q93Z18	At4g28880
Q93Z30	At4g18950
Q93Z32	At4g33410
Q93Z33	At3g63150
Q93Z34	At2g24280
Q93Z37	At1g69160
Q93Z42	At5g19750
Q93Z45	At1g02880
Q93Z48	At1g09500
Q93Z49	At5g64130
Q93Z51	At3g16190
Q93Z55	At3g58470
Q93Z58	At1g22140
Q93Z61	At1g17090
Q93Z64	At5g18630
Q93Z68	At3g59470
Q93Z72	At5g17000
Q93Z77	At5g04310
Q93Z79	At5g24910
Q93Z82	At1g31300
Q93Z83	At5g26280
Q93Z84	At2g04039
Q93Z91	At5g42660
Q93Z96	At4g03205
Q93ZA3	At1g30760
Q93ZA8	At4g17250
Q93ZA9	At4g10360
Q93ZB0	At1g10380
Q93ZC0	At5g46490
Q93ZC2	At5g36230
Q93ZC6	At4g31875
Q93ZD1	At5g01260
Q93ZD5	At1g74680
Q93ZD6	At4g24880
Q93ZD8	At5g20885
Q93ZE3	At1g26761
Q93ZE9	At2g21540
Q93ZF0	At3g01980
Q93ZF6	At4g23450
Q93ZF7	At4g33140
Q93ZG1	At1g23060
Q93ZG3	At1g27840
Q93ZH1	At1g27210
Q93ZH3	At4g11790
Q93ZH7	At5g03040
Q93ZH9	At5g20270
Q93ZI1	At3g12300
Q93ZI5	At1g58235
Q93ZI7	At5g35430
Q93ZJ3	At2g20585
Q93ZJ9	At1g80000
Q93ZK1	At3g56060
Q93ZM0	At3g18370
Q93ZM2	At5g22310
Q93ZM6	At5g63620
Q93ZN3	At4g17070
Q93ZN4	At4g12830
Q93ZN5	At4g00090
Q93ZP1	At5g61020
Q93ZQ2	At3g60110
Q93ZQ3	At3g63200
Q93ZQ9	At1g07840
Q93ZR2	At1g08040
Q93ZR3	At1g04080
Q93ZR8	At3g02250
Q93ZS1	At3g45090
Q93ZS6	At3g05090
Q93ZT2	At5g17840
Q93ZT6	At5g57870
Q93ZU3	At4g23050
Q93ZU8	At1g19650
Q93ZV0	At5g18980
Q93ZV1	At1g26160
Q93ZV7	At4g32720
Q93ZV8	At1g10510
Q93ZW1	At5g20680
Q93ZW3	At1g03280
Q93ZW4	At1g33230
Q93ZX1	At1g21690
Q93ZX9	At5g45280
Q93ZY1	At5g66480
Q93ZY3	At5g19690
Q93ZY6	At1g65220
Q93ZZ7	At3g12685
Q940A5	At1g55475
Q940A7	At1g17440
Q940B8	At3g16630
Q940B9	At1g10850
Q940C2	At5g52550
Q940C6	At5g28850
Q940C8	At3g10420
Q940D1	At1g64110
Q940D4	At1g67490
Q940F4	At4g15010
Q940F5	At4g38260
Q940G0	At1g10950
Q940G3	At5g39600
Q940G5	At4g25900
Q940G8	At1g17145
Q940H2	At4g19985
Q940H3	At3g54260
Q940H5	At4g38490
Q940H7	At4g09900
Q940H8	At4g14900
Q940I0	At4g17950
Q940I1	At4g29905
Q940I2	At5g03880
Q940I4	At4g16510
Q940I8	At4g16100
Q940J7	At4g40045
Q940J8	At4g19410
Q940K1	At5g18490
Q940K6	At3g24070
Q940K8	At4g26310
Q940L4	At3g62590
Q940L5	At4g03960
Q940L8	At3g58520
Q940M0	At1g63980
Q940M1	At1g65370
Q940M5	At3g10250
Q940M6	At4g27435
Q940M8	At1g73650
Q940N3	At4g17245
Q940N4	At4g22740
Q940N6	At5g21070
Q940N7	At4g05150
Q940N9	At4g21910
Q940P0	At5g03660
Q940P1	At3g09760
Q940P2	At1g72050
Q940P5	At2g20740
Q940P8	At5g20890
Q940Q0	At5g03180
Q940R1	At1g33790
Q940R2	At1g04130
Q940R3	At5g62650
Q940R4	At4g16563
Q940S0	At1g14670
Q940S1	At1g07350
Q940S3	At1g31070
Q940S4	At2g40130
Q940S9	At3g57890
Q940T0	At1g79420
Q940T4	At5g60400
Q940U3	At5g22550
Q940U5	At1g27700
Q940U9	At5g17440
Q940V1	At4g39960
Q940V5	At3g16175
Q940X9	At5g21160
Q940Y6	At4g27600
Q940Y7	At5g04480
Q940Y8	At3g16060
Q940Z3	At2g36485
Q940Z5	At5g39050
Q940Z8	At5g66550
Q941A0	At2g46505
Q941A4	At5g45690
Q941A6	At1g08480
Q941A7	At4g20760
Q941A9	At1g26300
Q941B1	At1g69523
Q941B2	At1g09870
Q941C9	At5g25410
Q941D7	At2g38905
Q941E5	At3g50685
Q941E9	At1g67865
Q941I6	At4g02460
Q941R5	At5g28000
Q941R7	At1g70880
Q941R8	At1g70860
Q943Z4	At3g50560
Q944A0	At5g22820
Q944A3	At2g47010
Q944G6	At4g03150
Q944G8	At4g30240
Q944H1	At4g10470
Q944H5	At4g27940
Q944I0	At5g63440
Q944I5	At5g08190
Q944J2	At4g28706
Q944J6	At5g64470
Q944K2	At5g66680
Q944L3	At3g45260
Q944L5	At1g26740
Q944L8	At1g11930
Q944L9	At1g17970
Q944M2	At4g14500
Q944M6	At4g20040
Q944N8	At4g05110
Q944P0	At1g61630
Q944Q5	At3g55870
Q944Q6	At2g14835
Q944Q9	At4g31450
Q944R2	At5g65205
Q944R3	At1g50290
Q944R4	At2g19880
Q944S2	At2g47790
Q944S4	At1g64300
Q944S5	At3g28670
Q944S8	At4g21105
Q945K9	At4g34150
Q945L4	At5g40210
Q945L7	At2g17110
Q945M3	At1g23890
Q945N1	At5g50310
Q945P1	At2g39050
Q945P2	At5g49210
Q945P5	At3g62580
Q945P6	At2g24550
Q945P8	At1g19120
Q945Q2	At3g59090
Q945Q5	At2g30695
Q947D2	At1g76950
Q948Q4	At1g62340
Q948Q7	At3g59340
Q948Q8	At3g59320
Q948Q9	At3g59310
Q948R9	At3g17170
Q949M4	At4g28760
Q949M8	At1g71180
Q949M9	At1g01910
Q949N0	At3g10500
Q949N7	At3g26890
Q949N8	At1g73920
Q949P2	At5g10540
Q949P5	At3g17365
Q949Q0	At2g40690
Q949Q5	At1g08380
Q949R3	At5g33390
Q949R7	At5g64230
Q949R9	At5g20090
Q949S2	At1g30750
Q949S3	At3g42725
Q949S4	At1g14340
Q949S6	At1g14345
Q949S7	At5g15910
Q949T9	At5g14370
Q949U4	At1g76270
Q949U5	At3g07140
Q949U9	At5g15640
Q949V0	At5g51180
Q949V7	At3g59300
Q949V8	At4g17310
Q949W5	At1g22750
Q949W6	At4g31430
Q949W7	At5g19540
Q949W8	At5g49650
Q949X1	At5g17460
Q949X9	At1g71040
Q949Y1	At1g63240
Q949Y2	At4g19160
Q949Y5	At5g35220
Q949Y8	At2g39130
Q949Z2	At5g26740
Q949Z3	At5g55550
Q949Z8	At1g36980
Q94A03	At2g45150
Q94A09	At1g36310
Q94A15	At5g14850
Q94A17	At4g12030
Q94A22	At4g28240
Q94A27	At3g14205
Q94A30	At1g55500
Q94A32	At3g43520
Q94A33	At1g18090
Q94A34	At4g36490
Q94A37	At5g21105
Q94A38	At5g46250
Q94A39	At1g12930
Q94A41	At1g69830
Q94A56	At4g39470
Q94A57	At3g24120
Q94A67	At1g67700
Q94A79	At3g49250
Q94A83	At3g28130
Q94A87	At1g10090
Q94A92	At1g75770
Q94A98	At1g65900
Q94A99	At4g35080
Q94AA3	At3g09210
Q94AB1	At3g14075
Q94AB2	At3g58640
Q94AB3	At2g39190
Q94AB4	At3g13340
Q94AB7	At5g41350
Q94AB8	At1g05070
Q94AC3	At4g36960
Q94AC6	At5g15220
Q94AC7	At1g61890
Q94AC8	At4g28030
Q94AD1	At1g48610
Q94AE1	At1g52410
Q94AE4	At5g43400
Q94AF0	At4g29820
Q94AF3	At4g28740
Q94AF6	At5g20160
Q94AF7	At2g07340
Q94AG1	At3g07470
Q94AG6	At4g39460
Q94AG7	At1g17744
Q94AH1	At3g05010
Q94AH2	At5g64730
Q94AH3	At1g71900
Q94AH7	At4g36850
Q94AI1	At1g49890
Q94AI6	At1g71820
Q94AI8	At3g11800
Q94AJ4	At4g38360
Q94AJ7	At4g33666
Q94AJ9	At1g12800
Q94AK0	At5g42825
Q94AK1	At5g24990
Q94AK4	At3g56580
Q94AK6	At3g10985
Q94AK8	At1g25260
Q94AK9	At4g32590
Q94AL1	At1g15180
Q94AL2	At4g22270
Q94AL3	At3g55290
Q94AL6	At4g20150
Q94AL7	At5g29000
Q94AL8	At1g29395
Q94AM1	At5g65620
Q94AM5	At1g73480
Q94AM8	At4g30996
Q94AM9	At3g14010
Q94AN2	At3g15380
Q94AP0	At4g04955
Q94AP2	At1g60670
Q94AP3	At1g75500
Q94AQ3	At1g48750
Q94AQ4	At4g28085
Q94AQ6	At5g09230
Q94AQ7	At5g11280
Q94AQ8	At1g64770
Q94AQ9	At1g44000
Q94AT2	At5g58570
Q94AT3	At1g49350
Q94AT5	At1g27510
Q94AU3	At2g21385
Q94AU5	At5g19570
Q94AU7	At5g66510
Q94AU9	At4g04330
Q94AV6	At4g38500
Q94AV9	At1g08350
Q94AW6	At1g13220
Q94AW9	At2g25355
Q94AX0	At4g17010
Q94AX2	At5g39790
Q94AX3	At2g48140
Q94AX7	At5g05550
Q94AX9	At1g72650
Q94AY1	At5g14760
Q94AZ5	At2g45060
Q94AZ7	At5g43680
Q94B03	At4g12070
Q94B05	At1g67250
Q94B35	At4g34350
Q94B52	At4g30690
Q94B54	At1g20430
Q94B65	At4g31600
Q94BN1	At4g40050
Q94BN3	At3g24560
Q94BP0	At5g62090
Q94BP7	At5g40740
Q94BQ3	At5g10940
Q94BQ5	At5g27830
Q94BQ6	At1g70100
Q94BQ7	At1g63490
Q94BQ9	At1g30890
Q94BR1	At5g63190
Q94BR2	At5g19140
Q94BR5	At1g50410
Q94BS1	At3g21290
Q94BS2	At1g55480
Q94BS3	At5g42920
Q94BS7	At4g09340
Q94BT9	At1g66240
Q94BU4	At1g33470
Q94BU8	At5g28050
Q94BV1	At5g54145
Q94BV2	At5g58575
Q94BV7	At4g05020
Q94BV8	At1g10640
Q94BX2	At3g50910
Q94BX4	At3g45100
Q94BY0	At3g49400
Q94BY1	At3g52155
Q94BY2	At1g65820
Q94BY3	At5g14030
Q94BY4	At5g35570
Q94BY8	At5g40660
Q94BY9	At5g53570
Q94BZ0	At1g50450
Q94BZ4	At2g34655
Q94BZ6	At1g12850
Q94C15	At1g69680
Q94C20	At5g64160
Q94C21	At1g11480
Q94C26	At3g22231
Q94C32	At4g37280
Q94C34	At4g39170
Q94C36	At3g13062
Q94C48	At4g32330
Q94C50	At5g17210
Q94C55	At3g27640
Q94C58	At5g58370
Q94C65	At5g38895
Q94C69	At2g17870
Q94C78	At3g51140
Q94C79	At4g24805
Q94C81	At2g29340
Q94C86	At3g16850
Q94C90	At1g04900
Q94C94	At1g04140
Q94C95	At3g61960
Q94C98	At4g14990
Q94CA0	At1g77220
Q94CA5	At1g55675
Q94CA9	At1g75090
Q94CB2	At4g32560
Q94CB5	At5g43260
Q94CB8	At2g25625
Q94CC1	At5g27730
Q94CC7	At1g32870
Q94CD4	At5g13190
Q94CE3	At4g33580
Q94CE4	At1g70410
Q94CE6	At3g06660
Q94CF0	At3g20290
Q94CF4	At1g62050
Q94CJ3	At1g48000
Q94CJ5	At5g12470
Q94CJ7	At5g12450
Q94CJ9	At5g12430
Q94CK0	At5g12420
Q94CK1	At5g12410
Q94CK2	At5g12400
Q94CK3	At5g12390
Q94CK6	At5g12360
Q94CK7	At5g12350
Q94CK8	At5g12340
Q94CK9	At5g12330
Q94CL1	At5g12310
Q94CL2	At5g12300
Q94CL4	At5g12280
Q94CL5	At5g12270
Q94CL6	At4g16440
Q94CL7	At4g28610
Q94CM2	At2g29680
Q94EG4	At3g56820
Q94EH2	At4g26670
Q94EH8	At1g66260
Q94EI2	At5g08535
Q94EI5	At5g62130
Q94EI6	At2g40630
Q94EJ1	At1g22700
Q94EJ3	At5g54855
Q94EJ4	At1g05900
Q94EW8	At5g26731
Q94EZ5	At5g61450
Q94F04	At3g51090
Q94F10	At1g74730
Q94F11	At3g54380
Q94F12	At3g13740
Q94F16	At3g05510
Q94F20	At5g25460
Q94F21	At4g30480
Q94F23	At1g27290
Q94F26	At4g10050
Q94F28	At1g27435
Q94F37	At1g67850
Q94F46	At1g13990
Q94F48	At5g03560
Q94F50	At5g48790
Q94F56	At5g56980
Q94FL5	At1g16590
Q94FL6	At1g14350
Q94FL7	At5g55020
Q94FL9	At5g11510
Q94FQ8	At5g07510
Q94FT1	At1g53030
Q94FU0	At1g25340
Q94GA6	At4g22680
Q94HV7	At1g59560
Q94HV8	At1g59550
Q94HW1	At1g59453
Q94HW4	At1g59171
Q94HW6	At1g58766
Q94HW6	At1g59077
Q94IB8	At4g36480
Q94IB9	At4g22330
Q94II5	At2g21620
Q94IU8	At5g19050
Q94IV0	At3g03110
Q94JM2	At3g06200
Q94JM4	At4g19390
Q94JQ3	At4g32520
Q94JQ4	At3g20390
Q94JQ7	At1g07830
Q94JQ9	At5g64630
Q94JR1	At3g10030
Q94JR2	At5g45310
Q94JR9	At1g76460
Q94JS0	At5g13430
Q94JS1	At4g26860
Q94JT5	At4g35220
Q94JT6	At1g78070
Q94JU2	At3g28050
Q94JU5	At1g02330
Q94JV0	At1g69210
Q94JV1	At1g69340
Q94JV2	At3g27050
Q94JV5	At4g08790
Q94JV8	At2g04795
Q94JV9	At4g15140
Q94JW9	At2g43340
Q94JX1	At2g18090
Q94JX5	At1g10200
Q94JX8	At3g52220
Q94JY0	At4g34090
Q94JY3	At3g23570
Q94JY7	At5g18230
Q94JY8	At5g08440
Q94JY9	At3g02060
Q94JZ8	At1g14570
Q94K00	At2g40150
Q94K05	At3g03960
Q94K06	At1g22660
Q94K07	At5g56950
Q94K10	At1g04230
Q94K11	At4g36530
Q94K13	At3g01850
Q94K14	At5g26110
Q94K15	At4g32680
Q94K16	At3g07510
Q94K21	At1g33055
Q94K30	At1g01800
Q94K36	At3g24100
Q94K39	At3g18270
Q94K41	At2g47140
Q94K48	At3g62530
Q94K49	At3g63270
Q94K50	At1g68820
Q94K52	At1g02475
Q94K56	At5g17710
Q94K59	At4g24350
Q94K61	At2g20725
Q94K63	At3g04890
Q94K65	At3g12210
Q94K66	At4g14690
Q94K68	At5g27560
Q94K70	At1g12730
Q94K71	At3g48420
Q94K74	At3g25805
Q94K75	At1g06190
Q94K76	At5g18470
Q94K78	At2g40765
Q94K80	At4g35890
Q94K85	At4g01610
Q94K88	At4g37210
Q94K91	At3g22290
Q94KD0	At5g58470
Q94KD2	At5g51950
Q94KD3	At1g71270
Q94KE3	At3g52990
Q94KJ2	At4g25990
Q94LA4	At1g44318
Q94LA6	At1g44414
Q94LA7	At1g44478
Q94LA9	At1g44542
Q94LW7	At3g50240
Q96254	At2g44100
Q96262	At4g20260
Q96270	At1g52690
Q96273	At2g35300
Q96274	At1g14930
Q96316	At3g60280
Q96326	At3g51790
Q96327	At3g51800
Q96328	At3g51830
Q96500	At3g26740
Q96526	At3g02468
Q9ASP6	At4g00830
Q9ASQ5	At2g11520
Q9ASQ8	At1g22910
Q9ASR1	At1g56070
Q9ASR3	At2g46960
Q9ASS2	At1g20110
Q9ASS9	At4g24840
Q9AST1	At1g50300
Q9AST4	At4g31930
Q9AST5	At5g49540
Q9AST8	At2g16005
Q9AST9	At1g73110
Q9ASU6	At1g42440
Q9ASU8	At5g11790
Q9ASV2	At1g06730
Q9ASV4	At4g16143
Q9ASV5	At4g39690
Q9ASV8	At2g17040
Q9ASW2	At1g54310
Q9ASW3	At3g49260
Q9ASW4	At3g21215
Q9ASW5	At2g18360
Q9ASW8	At1g54460
Q9ASX8	At1g27760
Q9ASY2	At5g53310
Q9ASY3	At5g19430
Q9ASY5	At3g47965
Q9ASZ1	At4g00270
Q9ASZ4	At3g17900
Q9ASZ6	At4g35320
Q9AT60	At2g05590
Q9AUB4	At2g28290
Q9C4Z8	At1g31750
Q9C503	At1g55370
Q9C504	At1g31760
Q9C515	At1g66090
Q9C516	At1g31930
Q9C517	At1g66420
Q9C520	At1g69360
Q9C523	At1g58170
Q9C524	At1g66430
Q9C529	At1g60870
Q9C535	At1g29700
Q9C538	At1g49900
Q9C542	At1g55160
Q9C544	At1g69370
Q9C546	At1g69330
Q9C547	At3g06630
Q9C553	At1g51580
Q9C555	At1g31960
Q9C560	At1g72000
Q9C564	At1g31490
Q9C565	At1g69380
Q9C567	At5g22210
Q9C568	At5g22200
Q9C569	At5g22190
Q9C570	At5g22180
Q9C571	At5g22170
Q9C572	At5g22160
Q9C573	At5g22150
Q9C574	At5g22140
Q9C576	At5g22120
Q9C580	At5g22080
Q9C581	At5g22070
Q9C583	At5g22050
Q9C584	At5g22040
Q9C586	At5g22020
Q9C587	At5g22010
Q9C589	At5g21280
Q9C590	At5g21970
Q9C593	At5g21940
Q9C595	At5g21920
Q9C597	At5g21900
Q9C5A2	At5g08750
Q9C5A5	At5g08720
Q9C5B1	At5g08660
Q9C5B2	At5g36170
Q9C5C1	At4g31330
Q9C5C4	At4g17830
Q9C5C7	At3g24530
Q9C5D3	At5g63530
Q9C5E4	At3g60410
Q9C5E5	At2g20900
Q9C5E6	At1g15430
Q9C5E8	At3g47833
Q9C5F3	At4g28025
Q9C5F4	At1g70570
Q9C5F5	At5g44740
Q9C5F6	At4g38550
Q9C5F7	At5g10710
Q9C5G0	At1g30970
Q9C5G2	At1g15200
Q9C5G5	At3g51460
Q9C5G6	At1g23440
Q9C5G7	At4g23040
Q9C5G8	At3g54190
Q9C5H5	At5g66850
Q9C5H9	At5g17410
Q9C5I0	At1g01230
Q9C5I2	At1g04590
Q9C5I9	At5g16120
Q9C5J2	At1g75230
Q9C5J3	At5g25060
Q9C5J5	At1g19010
Q9C5K0	At1g70160
Q9C5K4	At4g19110
Q9C5K6	At1g34150
Q9C5L6	At5g10190
Q9C5M0	At5g19760
Q9C5M1	At3g19800
Q9C5M5	At1g27000
Q9C5M7	At1g54380
Q9C5N0	At5g02480
Q9C5N2	At5g25100
Q9C5N3	At4g08960
Q9C5N4	At1g55680
Q9C5P9	At1g26780
Q9C5R0	At4g27720
Q9C5S1	At3g55270
Q9C5S2	At2g17520
Q9C5T6	At3g09570
Q9C5W7	At1g32400
Q9C5Y6	At5g18240
Q9C5Z3	At3g57290
Q9C606	At1g25988
Q9C609	At1g25682
Q9C611	At1g25570
Q9C613	At1g32310
Q9C614	At1g32300
Q9C618	At1g66890
Q9C620	At1g66910
Q9C621	At1g66920
Q9C628	At1g46912
Q9C631	At1g46696
Q9C634	At1g46336
Q9C636	At1g45688
Q9C637	At1g45616
Q9C639	At1g45474
Q9C640	At1g45403
Q9C642	At1g45230
Q9C647	At1g58420
Q9C650	At1g58450
Q9C652	At1g58470
Q9C656	At1g57906
Q9C658	At1g26110
Q9C659	At1g26140
Q9C664	At1g26190
Q9C666	At1g26220
Q9C668	At1g26240
Q9C669	At1g26250
Q9C673	At1g26290
Q9C677	At1g26320
Q9C678	At1g26330
Q9C683	At1g51080
Q9C684	At1g51090
Q9C685	At1g51100
Q9C689	At1g51130
Q9C694	At1g57565
Q9C695	At1g57560
Q9C696	At1g47920
Q9C699	At1g47890
Q9C6A1	At1g74120
Q9C6A4	At1g74150
Q9C6A6	At1g74170
Q9C6A7	At1g74180
Q9C6A8	At1g74190
Q9C6B3	At1g47260
Q9C6B6	At1g73570
Q9C6B7	At1g73580
Q9C6C1	At1g60830
Q9C6C2	At1g60850
Q9C6C7	At1g49870
Q9C6D0	At1g49840
Q9C6D3	At1g49810
Q9C6D5	At1g49790
Q9C6D6	At1g35030
Q9C6D7	At1g35040
Q9C6E4	At1g35140
Q9C6E6	At1g35150
Q9C6E7	At1g35170
Q9C6E9	At1g35183
Q9C6F0	At1g35190
Q9C6F2	At1g35210
Q9C6F5	At1g58180
Q9C6F6	At1g58120
Q9C6F8	At1g58070
Q9C6F9	At1g58060
Q9C6G0	At1g58050
Q9C6G1	At1g58025
Q9C6G4	At1g29730
Q9C6G5	At1g29740
Q9C6G7	At1g55380
Q9C6G8	At1g55390
Q9C6H1	At1g66640
Q9C6H9	At1g51030
Q9C6I0	At1g51000
Q9C6I1	At1g50990
Q9C6I3	At1g50970
Q9C6I5	At1g50950
Q9C6I7	At1g50930
Q9C6J6	At1g50830
Q9C6J7	At1g50820
Q9C6J8	At1g50800
Q9C6J9	At1g50790
Q9C6K0	At1g50780
Q9C6K1	At1g50770
Q9C6K2	At1g50760
Q9C6K3	At1g76880
Q9C6K4	At1g76870
Q9C6K5	At1g76860
Q9C6K7	At1g76840
Q9C6K9	At1g25390
Q9C6L0	At1g25400
Q9C6L2	At1g25420
Q9C6L6	At1g25460
Q9C6L9	At1g25500
Q9C6M0	At1g25510
Q9C6N1	At1g27870
Q9C6N3	At1g27850
Q9C6P4	At1g50690
Q9C6P6	At1g50650
Q9C6P8	At1g50620
Q9C6Q1	At1g50530
Q9C6Q5	At1g50470
Q9C6Q9	At1g58210
Q9C6R3	At1g58160
Q9C6R4	At1g58150
Q9C6S2	At1g31814
Q9C6S4	At1g31820
Q9C6S5	At1g31830
Q9C6S8	At1g31870
Q9C6T1	At1g31910
Q9C6T5	At1g50720
Q9C6T6	At1g50730
Q9C6T7	At1g50740
Q9C6T8	At1g50750
Q9C6U1	At3g08500
Q9C6U2	At3g08490
Q9C6U5	At1g31510
Q9C6U6	At1g31520
